[2026-08-04T11:19:43.211Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (1ms, -815B)
[2026-08-04T11:19:43.212Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, -815B)
[2026-08-04T11:19:43.212Z] GET http://localhost:5173/memorial/fonts/rag-marom-2.1.otf → 304 (?ms, ?B)
[2026-08-04T11:19:43.217Z] GET http://localhost:5173/memorial/img/32fe3450649b.jpg → 304 (16ms, ?B)
[2026-08-04T11:19:43.217Z] GET http://localhost:5173/memorial/img/9cf53c038c48.jpg → 304 (16ms, ?B)
[2026-08-04T11:19:43.217Z] GET http://localhost:5173/memorial/img/dfeee11d282e.jpg → 304 (17ms, ?B)
[2026-08-04T11:19:43.217Z] GET http://localhost:5173/memorial/img/5341e9bba404.jpg → 304 (17ms, ?B)
[2026-08-04T11:19:43.217Z] GET http://localhost:5173/memorial/img/1b915473a4be.jpg → 304 (22ms, ?B)
[2026-08-04T11:19:43.217Z] GET http://localhost:5173/memorial/img/11192c8799cf.jpg → 304 (17ms, ?B)
[2026-08-04T11:19:43.220Z] GET http://localhost:5173/memorial/img/fd8de7ac0945.jpg → 304 (19ms, ?B)
[2026-08-04T11:19:43.220Z] GET http://localhost:5173/memorial/img/e8bc48a24ed0.jpg → 304 (19ms, ?B)
[2026-08-04T11:19:43.221Z] GET http://localhost:5173/memorial/img/82095380a431.jpg → 304 (21ms, ?B)
[2026-08-04T11:19:43.221Z] GET http://localhost:5173/memorial/img/404fd8709f67.jpg → 304 (18ms, ?B)
[2026-08-04T11:19:43.221Z] GET http://localhost:5173/memorial/img/1b3e032304e5.jpg → 304 (18ms, ?B)
[2026-08-04T11:19:43.221Z] GET http://localhost:5173/memorial/img/a4f726e33519.jpg → 304 (21ms, ?B)
[2026-08-04T11:19:43.221Z] GET http://localhost:5173/memorial/img/c0e42f988746.jpg → 304 (21ms, ?B)
[2026-08-04T11:19:43.229Z] GET http://localhost:5173/memorial/img/2d871f325832.jpg → 304 (13ms, ?B)
[2026-08-04T11:19:43.229Z] GET http://localhost:5173/memorial/img/3f0f30887d2b.jpg → 304 (13ms, ?B)
[2026-08-04T11:19:43.229Z] GET http://localhost:5173/memorial/img/42afcf6e9656.jpg → 304 (25ms, ?B)
[2026-08-04T11:19:43.229Z] GET http://localhost:5173/memorial/img/bbf2d4a667dc.jpg → 304 (25ms, ?B)
[2026-08-04T11:19:43.229Z] GET http://localhost:5173/memorial/img/9bae545cbf32.jpg → 304 (25ms, ?B)
[2026-08-04T11:19:43.229Z] GET http://localhost:5173/memorial/img/fdc10dac4656.jpg → 304 (25ms, ?B)
[2026-08-04T11:19:43.255Z] GET http://localhost:5173/memorial/js/a11y-widget.jsx → 200 (32ms, ?B)
[2026-08-04T11:19:46.551Z] GET http://localhost:5173/memorial/img/996bd5c8ab08.jpg → 200 (2ms, ?B)
[2026-08-04T11:19:46.551Z] GET http://localhost:5173/memorial/img/26bc1a806d20.jpg → 200 (2ms, ?B)
